,phrase,phrase ids,sentiment values,overall sentiment,sentiment_value,sentence_index,splitset_label
12881,"Oh, James!",108127,0.61111,positive,3,5427,1
12882,"Oh, and call the spoils.",225283,0.55556,neutral,2,6798,1
12883,"Oh, and more entertaining, too.",225284,0.66667,positive,3,11460,1
12884,"Oh, look at that angle clever!",225286,0.66667,positive,3,10365,1
12885,"Older people will love this movie, and I mean that in the best way possible: Last Orders will touch the heart of anyone old enough to have won a friendship of 50 years.",46388,0.51389,neutral,2,1735,1
12886,Outdated but satisfying entertainment background.,108135,0.79167,positive,3,5484,1
12887,Oliveira seems to pursue the representation of silent films with every melancholy composition.,108136,0.5,neutral,2,4717,1
12888,"At some basic level, Blue Crush delivers what it promises, but not enough to recommend.",186522,0.43056,neutral,2,9674,1
12889,"In a cutting room floor somewhere ... lies rather images that could have done such a thing a scathing, ironic satire culture, rather than a misfire frustrating.",108140,0.13889,very negative,0,5696,1
12890,"In its icy face, the new film is a version below freezing Monsters, Inc., without the latter 's imagination, visual charm or texture.",225294,0.069444,very negative,0,10296,1
12891,"Meanwhile, the big mess could be considered a little funny movie.",67980,0.70833,positive,3,3003,1
12892,"Alone, which is not very interesting.",225295,0.31944,negative,1,5705,1
12893,"Not surprisingly in their own original terms, this gender-bending comedy is usually pretty funny.",67982,0.66667,positive,3,3408,1
12894,"In that sense, the film certainly does not disappoint.",225296,0.80556,very positive,4,2180,1
12895,"On the Granger Movie indicator 1 to 10, The Powerpuff Girls is a fast, frantic, fun, even Punny 6 - specifically aimed at a public elementary school.",46403,0.66667,positive,3,2025,1
12896,"In tests, the answer is clear: It is not easy and the end, not well enough.",225297,0.20833,negative,1,11188,1
12897,"On the surface of a silly comedy, Scotland, PA would be easy to forget if it was not such a clever adaptation of the Bard 's tragic game.",46407,0.63889,positive,3,1905,1
12898,"Once Ice-T takes the cup on the window of the pair of BMW 's and starts haranguing poor wife in the dialogue stage, all credibility flies out the window.",147898,0.11111,very negative,0,7091,1
12899,"Again, the director Chris Columbus has a hat-hand approach to Rowling that stifles creativity and allows the ballast film for nearly three hours.",108142,0.33333,negative,1,6412,1
12900,"Again, the intelligence of the gay community has been underestimated, and a plot meaty and well-developed characters have sacrificed for skin and flash than just fiasco.",186527,0.40278,neutral,2,10801,1
12901,"Once people started out in the barbershop, they never wanted to leave.",225298,0.76389,positive,3,2964,1
12902,"Once you start learning to compromise with reality comparatively healthy enough to become healthy, conventional film becomes predictable.",186529,0.33333,negative,1,11135,1
12903,"Once Mr. Haneke 's own sadistic tendencies towards your audience, you're left with a bitter taste in one' s mouth, and a little more experienced.",225300,0.069444,very negative,0,6934,1
12904,"Once the downward spiral comes to pass, autofocus performs like your typical opera addict ...",46409,0.31944,negative,1,2226,1
12905,"Once the expectation of laughter has been annulled by whatever obscenity it is at hand, even funnier idea is not fun.",186531,0.15278,very negative,0,10986,1
12906,"One Hour Photo may seem disappointing in its generalities, but it's the little nuances that perhaps they had to escape from the director Mark Romanek self-conscious scrutiny s to happen, that finally get under the skin.",46414,0.30556,negative,1,2211,1
12907,A big windy film where nothing really happens.,186537,0.22222,negative,1,9277,1
12908,There is no denying its seriousness and quality.,67989,0.76389,positive,3,3908,1
12909,One can not help feeling that Crossroads is nothing more than a half hour and commercial life for the last album Britney 's.,186540,0.19444,very negative,0,10138,1
12910,One can only assume that the jury awarded the Star Hoffman 's brother Gordy with the Waldo Salt Award screenwriter in 2002' s Sundance Film Festival were honoring an attempt to do something different about actually pulling it,108146,0.38889,negative,1,5775,1
12911,"One feels the attenuation of a certain ambition, but instead sweetness, clarity and emotional openness reminiscent of the classics of early Italian neorealism.",46416,0.76389,positive,3,1933,1
12912,A fun movie popcorn.,108148,0.77778,positive,3,5239,1
12913,One gets the impression from the creators of the Do not Ask Do not Tell laughed a hell of a lot in their own jokes.,186544,0.44444,neutral,2,11454,1
12914,One only hopes bleak for the next shock without developing much attachment to the characters.,147907,0.48611,neutral,2,7125,1
12915,A key problem with these arguments is that Christians burning there is never any question of how things will turn out.,186548,0.36111,negative,1,11416,1
12916,"A long, numbing action sequence composed mostly routine things Yuen has given us before.",186550,0.26389,negative,1,10689,1
12917,A lousy movie.,225305,0.20833,negative,1,11728,1
12918,"One of the last times' s more thoughtful about art films, ethics and the cost of moral commitment.",67991,0.88889,very positive,4,3591,1
12919,"One of the best movies I've seen, constantly pulling the rug out from under us, see things from new faces, sinking deeper, more intense.",67993,0.76389,positive,3,2725,1
12920,"One of the best films of the year with its exquisite performance, inventive script, hypnotic music and many inimitable scenes of tenderness, loss, discontent and longing.",67996,0.98611,very positive,4,2760,1
12921,One of the best threads inside the world of the show ever.,67998,0.875,very positive,4,3417,1
12922,One of the most attractive and elegant animated movies in a while ...,108155,0.93056,very positive,4,5139,1
12923,One of the best movies of the year.,68000,0.84722,very positive,4,3852,1
12924,One of the best of a growing strain of daring films ... who argue that any sexual relationship that does any injured person and works for its participants is a relationship that is worthy of our respect.,108159,0.77778,positive,3,5531,1
12925,One of the best documentaries of rock history.,225311,0.88889,very positive,4,2811,1
12926,"One of the best films of dumb horror in recent history, with some real shocks in store for the unwary spectators.",46421,0.88889,very positive,4,1719,1
12927,One of the film 's most effective ways is his band sound Tchaikovsky weighing neurasthenic.,108161,0.48611,neutral,2,4483,1
12928,"One of the best films of the Holocaust, more humane and important ever made.",68004,0.98611,very positive,4,2401,1
12929,One of the funniest movies of the city.,108164,0.88889,very positive,4,5516,1
12930,"One of the funniest movies of the year, but ... also one of the most depressing curiosity.",68010,0.76389,positive,3,3304,1
12931,One of the best movies I've ever seen.,68012,0.95833,very positive,4,3294,1
12932,One of the most obvious signs of this film 's servitude to its star is the way that skirts around any scene that could have required the actual performance of Spears.,225312,0.18056,very negative,0,7180,1
12933,One of the experiences more go to the cinema depressing happens is sit through 90 minutes of the call `comedy 'and not laugh once.,186558,0.20833,negative,1,10677,1
12934,One of the most exciting action movies to come out of China in recent years.,108167,0.875,very positive,4,5213,1
12935,One of the most genuinely sweet film in quite some time to come.,68015,0.94444,very positive,4,2567,1
12936,One end shockers most gloriously unsubtle and adrenaline from The Evil Dead.,46425,0.75,positive,3,2134,1
12937,One of the most acclaimed disappointments I highly had the misfortune to see in a long time.,186560,0.16667,very negative,0,9443,1
12938,One of the most important and exciting forms of animated filmmaking since the old Steamboat Willie Walt scribbles.,108169,0.80556,very positive,4,5540,1
12939,One of the most inconsistent features in recent memory.,108171,0.069444,very negative,0,6195,1
12940,"One of the most original productions of America this year, you will find yourself remembering this refreshing visit to a state of the sun.",108173,0.94444,very positive,4,4632,1
12941,"One of the romantic comedies of civil, unimaginative I've ever seen.",186562,0.29167,negative,1,11366,1
12942,One of the films anti-adult finest ever made maliciously.,108175,0.84722,very positive,4,4867,1
12943,One of the most splendid entertainments to leave the French film industry in years.,108177,0.93056,very positive,4,4863,1
12944,One of the most unpleasant things the studio has produced.,186564,0.055556,very negative,0,9111,1
12945,One of the strangest and most inexplicable in the history of film sequels.,108180,0.52778,neutral,2,5870,1
12946,"One of the pleasures of Walter 's documentary ... is the parade of veterans painters, distributors and confused, miscellaneous bohos that expound on the subject' s mysterious personality without ever explaining.",108182,0.55556,neutral,2,4718,1
12947,"One of the smartest offers the horror genre has produced in recent times, even if it is much less intense than advertised.",68017,0.625,positive,3,3590,1
12948,One of the best films ever made about the life of filmmaking.,68019,0.84722,very positive,4,3098,1
12949,One of the worst films of 2002.,186566,0.013889,very negative,0,10328,1
12950,One of the worst films of the year.,186568,0.069444,very negative,0,11613,1
12951,One of the worst films of the year.,186568,0.069444,very negative,0,11616,1
12952,"One of the best films year, featuring a performance worthy of an Oscar for Julianne Moore.",108184,0.875,very positive,4,5335,1
12953,One year parts strangely attractive and unpredictable character.,68021,0.83333,very positive,4,3416,1
12954,"One of these days of Hollywood, come up with an original idea for a teen movie, but until then there are always these refried to feed the younger generations.",108190,0.38889,negative,1,6565,1
12955,"One of those stories based on true-convinced that, with each scene, which actually could never have happened in this way.",186572,0.5,neutral,2,10796,1
12956,"One of those historical epics spanning decades that strives to be intimate and encompassing social, but does not do justice to the effort either three hours of screen time.",186574,0.22222,negative,1,9611,1
12957,One of those extremely rare films that talk alone is enough to keep us involved.,68023,0.875,very positive,4,4399,1
12958,One of those movies that seem tailor-made to air on the pay cable to provide some modest amusement when one has nothing more to do.,108193,0.20833,negative,1,6691,1
12959,One of those films that began with a great premise and then just collapsed.,108195,0.125,very negative,0,6368,1
12960,"One of those movies where the characters inhabit that special annex of hell where adults behave like children, children behave like adults and everyone screams at the top of his lungs, no matter what the situation.",186576,0.23611,negative,1,9806,1
12961,One of those gay films jumping over national borders and celebrates the universal human nature.,108196,0.77778,positive,3,5588,1
12962,"One of those films that is puts on something bigger than himself, ie an archetypal desire for good trash from time to time.",108198,0.80556,very positive,4,5075,1
12963,One of those movies that make us pause and think about what we have to acquire the contemporary fast paced society.,108200,0.69444,positive,3,4631,1
12964,"One of those rare films that come from time to time with perfect amounts of the performance, management, history and rhythm.",68025,0.77778,positive,3,3671,1
12965,"One of those rare films that seems like it was written for anyone, but somehow manages to convince almost everyone that was put on the screen, just for them.",108202,0.84722,very positive,4,4480,1
12966,One of the so-so movies that could have been much better.,186578,0.29167,negative,1,9624,1
12967,"One of the amazingly well-produced, joyless extravagant paintings have a visual marvel breath to the next, hastily, vacuous.",186582,0.44444,neutral,2,10032,1
12968,One of the straps caper movies that's just fun to watch and starts to vaporize your memory minutes after it ends.,147923,0.097222,very negative,0,6817,1
12969,One of those wonderful documentaries that gather a group of people who are enthusiastic about something and then realize how to share his enthusiasm.,68027,0.90278,very positive,4,3469,1
12970,One of those movies unpretentious sneaks up on you and stays with you long after you've left the theater.,225314,0.79167,positive,3,2949,1
12971,"A problem with the film, directed by Joel Schumacher, is to get bogged down too many story elements manufactured in the runtime.",147929,0.30556,negative,1,7109,1
12972,One considers rule of fire with astonishment.,225315,0.83333,very positive,4,11016,1
12973,Scene after scene in this film supposedly funny falls to the ground with a thud.,108205,0.20833,negative,1,6460,1
12974,"One of the ways of the world traveler and his previous film that Freundlich has a serious but dark complaint against parents, and obsessively circles without making contact.",186586,0.33333,negative,1,9473,1
12975,A change of a way 's in the mud of this psychological thriller alleged in search of purpose or even a plot.,186587,0.15278,very negative,0,10021,1
12976,One suspects approve Craven Simply because this film makes its own look much better in comparison.,147930,0.375,negative,1,7217,1
12977,One thing is certain - if George Romero had directed this film would not have taken the protagonists of a full hour to determine that in order to kill a zombie must shoot in the head.,225319,0.26389,negative,1,10661,1
12978,One thing is certain: This film does not tell you much about Lily Chou-Chou.,108209,0.45833,neutral,2,5967,1
12979,One thing you have to give them credit for: The message of the film is consistent with the messages in the previous work embraced video company 's.,68030,0.72222,positive,3,3211,1
12980,A very timely explosion in a movie can be a knockout but a hundred of them can numb.,225321,0.30556,negative,1,10395,1
12981,One-of-a-kind near masterpiece.,225323,0.90278,very positive,4,11647,1
12982,Unilateral documentary offers simple explanations to a very complex situation.,225324,0.20833,negative,1,7143,1
12983,Ong 's promising debut is a warm and well-told story of a recent immigrant from China' s experiences in New York City.,68035,0.81944,very positive,4,4230,1
12984,"Ong Ah Na chooses to present 's life as a light, weightless fairy tale, details nastier seem to melt in the face of the character' s blank-faced optimism.",108210,0.55556,neutral,2,6355,1
12985,Just about as attractive and dangerous as an actress in a role reminiscent every step of jumping dolphins gasm Elizabeth Berkley 's.,108215,0.25,negative,1,6144,1
12986,Only at the prospect of the next project of Beck 's.,225326,0.58333,neutral,2,6979,1
12987,"Just for young children, if they.",225328,0.55556,neutral,2,6505,1
12988,Only in his last amazing shots he makes Rabbit-Proof Fence find the authority 's looking for.,108218,0.59722,neutral,2,5752,1
12989,Only masochists need apply spectators.,186597,0.30556,negative,1,10285,1
12990,Only the most addicted to cinema violence in all its forms find something to appreciate here.,108221,0.59722,neutral,2,6027,1
12991,Only two-fifths of a satisfying movie experience.,186600,0.45833,neutral,2,9884,1
12992,"Wow, that is really what has made this time.",225333,0.58333,neutral,2,6935,1
12993,Oozes indulgence of each pore.,108223,0.52778,neutral,2,5844,1
12994,"Indefinite and composed of one layer over another, Talk to Her party is the cinephile 's an invitation to countless interpretations.",108228,0.5,neutral,2,4866,1
12995,"Opening some artificial jokes, molds and loose ends, the script only comes into its own in the second half.",46441,0.45833,neutral,2,1674,1
12996,Opera in the film is never satisfactory.,225335,0.26389,negative,1,9836,1
12997,Or both.,225339,0.5,neutral,2,5224,1
12998,Or a puppy winks.,225341,0.48611,neutral,2,10150,1
12999,"Or for the year, for that matter.",225342,0.5,neutral,2,11139,1
13000,O intelligent.,225343,0.52778,neutral,2,6122,1
13001,Or that the battery has died at his watch.,108232,0.45833,neutral,2,6126,1
13002,"Originality is not on the menu, but there's never a dull moment in the giant spider invasion cooler comic.",68042,0.72222,positive,3,3166,1
13003,The originality shines by its absence.,186614,0.26389,negative,1,9167,1
13004,Oscar caliber molten material does not meet,186622,0.26389,negative,1,9798,1
13005,"Except for a slight attractive central romance, the Hospital is a sickening best entertainment and film pollution that destroys the mind at worst.",147965,0.15278,very negative,0,6975,1
13006,"Other, more in tune with the anarchist maxim that `the urge to destroy is also a creative impulse 'or more willing to see with their own eyes, find Morrison' s iconoclastic uses of technology to be liberating.",46460,0.83333,very positive,4,1746,1
13007,"Otherwise, maybe.",225350,0.47222,neutral,2,2619,1
13008,"Otherwise, this could be an acceptable date movie.",225351,0.33333,negative,1,7116,1
13009,Otto-outs has the eyes of a real filmmaker 's.,68051,0.75,positive,3,3195,1
13010,Our culture is headed down the toilet with the ferocity of a burrito after a bender frozen tequila all night - and I know because I saw 'Jackass: The Movie. ',108258,0.16667,very negative,0,5712,1
13011,"Roger ourside the theater company could be intolerable, but inside, it 's well worth spending some time with.",225357,0.84722,very positive,4,4502,1
13012,"Out Burger 's desire to make some sort of film, it is very clear why this project carried out",147980,0.29167,negative,1,6977,1
13013,And again .,225362,0.38889,negative,1,11143,1
13014,"Over the years, Hollywood has created a solid formula for successful animated films, and the ice age it only improves with excellent computer graphics, action sequences of the invention and a sense of the gracious humor.",108261,0.83333,very positive,4,4629,1
13015,"Overall, Cletis T is a winning comedy that excites the imagination and tickles the funny bone.",68052,0.86111,very positive,4,3832,1
13016,"In general, it is interesting as a documentary - but not very Imaxy.",108262,0.56944,neutral,2,4703,1
13017,"Overall, it's a family movie pretty mediocre.",147983,0.51389,neutral,2,6919,1
13018,"Overall it is a very entertaining, thought-provoking film with a simple message: God is love.",68056,0.875,very positive,4,2892,1
13019,"Overall it is a small film inspired crazy and it works effortlessly on the genuine delivery, mordant laughter.",108263,0.59722,neutral,2,4734,1
13020,payasada generic as this is a matter of taste.,186628,0.23611,negative,1,9998,1
13021,Exceeds its visual ugliness with a sharp script and good performances.,68060,0.70833,positive,3,2683,1
13022,Excessively long and venerable bio-doc.,186632,0.23611,negative,1,10234,1
13023,"Oversexed, at times overwrought comedy \ / drama that offers little information about the experience of being forty, feminine and unique.",186638,0.19444,very negative,0,10641,1
13024,"Overwrought, melodramatic bodice-ripper.",225367,0.22222,negative,1,11786,1
13025,Ozpetek effort 's has the scope and form of a film of television particularly well executed.,68064,0.88889,very positive,4,2445,1
13026,Ozpetek joins the ranks of gay filmmakers who have used the experience migrated to explore the culture of the same sex in ways that elude most installed nationwide.,68066,0.51389,neutral,2,2354,1
13027,"Ozpetek subtext offers blown AIDS, foams in the realities of homosexual relationships, and presents yet another old vision and tired of the gay community as a world where everything included uptight, middle class drills Antonia can feel good about themselves.",186642,0.11111,very negative,0,9254,1
13028,P. T. Anderson understands the greatness of romance and how love is the great equalizer that can calm us of our ills and perform daily joys in our lives that we did not know was possible.,225378,0.81944,very positive,4,3073,1
13029,"PC stability nevertheless suffers a simplistic narrative film and pat conclusion, fairy tale.",108271,0.29167,negative,1,5737,1
13030,"Pacino and Williams seem to keep raising the bet itself, to equal his characters make in the film.",225381,0.83333,very positive,4,2345,1
13031,Pacino is the best it has been in years and Keener is wonderful.,46470,0.88889,very positive,4,1755,1
13032,It is paid in full participation significantly despite being remarkably derived from Goodfellas and at least half a dozen films trouble-in-the-ghetto.,108274,0.73611,positive,3,5592,1
13033,"Painful, horrible and oppressive tragic, this film should not be missed.",108276,0.86111,very positive,4,4924,1
13034,Painfully padding.,225384,0.20833,negative,1,11799,1
13035,Couple that with very bad comedy writing ... and 've got a big mess.,225389,0.069444,very negative,0,11396,1
13036,"Pan Nalin exhibition 's is beautiful and mysterious, and interviews that follow, with practitioners of this ancient Indian practice, are so subtle and enigmatic.",68091,0.70833,positive,3,2453,1
13037,Pap invested in subtexts duplication and stabs ridiculous degree in existentialism recall the discovery of the wizard of God in the fifth Trek film.,148009,0.22222,negative,1,7240,1
13038,"Parents, meanwhile, will be in front of the plot at all times, and not enough intelligent hints to fil",225396,0.44444,neutral,2,10944,1
13039,Parents beware; This film is frankly penance.,108288,0.31944,negative,1,6615,1
13040,"Parents can even find that passes quickly, as it has some of the funniest jokes of any movie this year, including those for adults.",225397,0.88889,very positive,4,3772,1
13041,Parker can not sustain the energy level flotation of the film 's beginnings of the city in its conclusion country',225398,0.31944,negative,1,3018,1
13042,"Parker should be commended for taking a new approach to familiar material, but his determination to remain faithful to the original text leads him to adopt a somewhat mannered tone ... that ultimately dulls the human tragedy at the core of the stories.",108293,0.56944,neutral,2,5923,1
13043,"Parker updated the configuration in an attempt to make the film relevant today, without fully understanding what it was that made the relevant story in the first place.",108294,0.38889,negative,1,6109,1
13044,Parris performance is credible and very mature.,68120,0.72222,positive,3,4076,1
13045,Part of the charm of the Satin Rouge is that it avoids the obvious humor and lightness.,225402,0.72222,positive,3,72,1
13046,Part of the film 's charm comes from its unabashed sentimentality vintage.,108296,0.81944,very positive,4,4925,1
13047,"In part, maudlin, by numbers romantic comedy, in part, a reflection surface in the vacuum of success - and utterly soulless.",108298,0.11111,very negative,0,6354,1
13048,The parts of the film feel a little too much like an infomercial for the latest book by Ram Dass' s aimed at the demographic boom.,108300,0.23611,negative,1,5087,1
13049,"Passion, melodrama, sadness, and tears Laugther cascade over the screen effortlessly ...",108319,0.79167,positive,3,5660,1
13050,"Passionate, irrational, longsuffering, but cruel as a tarantula, Helga occupies a prominent place in this film, and helps keep procedures as fun for adults as for Rugrats.",46486,0.77778,positive,3,2019,1
13051,"Passions, obsessions and lonely dark spots are pushed to their limits more virtuous, giving the story an unusually surreal tone.",68130,0.77778,positive,3,2614,1
13052,"Unequal combination of soap opera, low-tech magic realism and, sometimes, the ploddingly sociological comment.",148048,0.22222,negative,1,7177,1
13053,Paul Bettany is cool.,225416,0.73611,positive,3,1947,1
13054,"Paul Bettany is good being ultra-violent wannabe gangster, but the film is certainly not the number 1.",186658,0.375,negative,1,10549,1
13055,Paul Bettany playing Malcolm McDowell?,225418,0.5,neutral,2,1948,1
13056,Paul Cox necessary to show.,68137,0.38889,negative,1,3748,1
13057,debut in the unequal direction Paxton 's can not unleash the full potential of what is in many respects a cool and dramatically substantial touch on gender.,108332,0.48611,neutral,2,6112,1
13058,"Payami tries to raise some serious questions about Iran 's electoral process, but the result is a film that is as subtle as an issue of political parties.",108342,0.27778,negative,1,5718,1
13059,"Payne builds a hilarious ode to the American middle class and middle age with this unlikely odyssey with a pathetic, endearing hero which is all too human.",68151,0.72222,positive,3,4056,1
13060,"Payne has created a beautiful canvas, and Nicholson proves once again that he is the best brush in the business.",68156,0.84722,very positive,4,2859,1
13061,Peppered with witty dialogue and inventive moments.,108350,0.80556,very positive,4,5562,1
13062,"Spattering this urban study with references to Norwegian folk tales, Maelstrom Villeneuve believes in a world where the bizarre is credible and real magical twists.",68170,0.69444,positive,3,4229,1
13063,"Peralta 's mythmaking could have used some informed, adult hindsight.",108353,0.47222,neutral,2,6138,1
13064,"Peralta catches in interviews bright and incredibly evocative films three decades, the essence of the experience of Dogtown ago.",108354,0.84722,very positive,4,5670,1
13065,"Perfectly pitched between comedy and tragedy, hope and despair, About Schmidt instead is now closer than many films to express the way many of us live - somewhere between consumption of self-absorption and demand with otherness.",46499,0.875,very positive,4,2028,1
13066,"All performances are tops, with both drivers delivered Oscar caliber performances.",68174,0.77778,positive,3,3023,1
13067,"The functions are powerful, and the stories of women are cleverly interspersed and enveloping.",108360,0.59722,neutral,2,5652,1
13068,"Perhaps a better celebration of these heroes unfairly dismissed would be a film that is this painfully forced, false and fabricated.",186668,0.30556,negative,1,9593,1
13069,Maybe even the high command found SLC wall kitsch writer-director Mitch Davis' s going hard.,186670,0.27778,negative,1,11043,1
13070,"Maybe it's a cliché to call s the film 'refreshing,' but it is.",225431,0.80556,very positive,4,1922,1
13071,"Perhaps from Nelson Eddy he sang his Indian Love Call Jeanette MacDonald has been a Canadian film so blatantly, not afraid of risking American contempt or disinterest.",68177,0.58333,neutral,2,2269,1
13072,Perhaps the best sports movie I've ever seen.,46501,1.0,very positive,4,1825,1
13073,Perhaps the film should be seen as a topic of conversation.,225432,0.56944,neutral,2,11150,1
13074,Perhaps the grossest film ever made.,68180,0.097222,very negative,0,4396,1
13075,Perhaps most annoying about who is Cletis T?,186673,0.54167,neutral,2,9148,1
13076,"Perry 's good and is an interesting character, but `` Serving Sara' 'does not serve as much more than silly fluff.",225437,0.27778,negative,1,10880,1
13077,"Personal Velocity has an unadorned docu-dogma simplicity, however, it stops at Miller almost invisible psychic nuances, jumping into digressions of memory and desire.",225442,0.55556,neutral,2,3050,1
13078,"Personal Velocity should be exploring these women 's inner life, but never goes beyond its surfaces.",148073,0.5,neutral,2,6838,1
13079,"Personally, I 'd to see them place in the Animal Planet.",225443,0.18056,very negative,0,10215,1
13080,"Pete script 's manages to find the goods, even tone natural flow that some films are able to achieve.",108364,0.86111,very positive,4,5272,1
13081,"Peter Jackson and company once again dazzle and delight us, fulfilling almost all expectations, either an old Tolkien fan or a neophyte to go to the cinema could want.",108371,0.875,very positive,4,4656,1
13082,Peter Jackson has made it almost impossible.,225445,0.76389,positive,3,5327,1
13083,"Phillip Noyce and all actors - as well as his cinematographer, Christopher Doyle - understand the delicate strength of Greene 's prose, and' s there on the screen in its version of The Quiet American.",68200,0.65278,positive,3,2294,1
13084,"Philosophically, intellectually and logistically a disaster.",148094,0.097222,very negative,0,7047,1
13085,Phoned-in business as usual.,186687,0.375,negative,1,10139,1
13086,Photographed with the richness of melancholy and eloquently made but decidedly uncinematic.,68208,0.59722,neutral,2,2520,1
13087,"Piccoli 's performance is amazing, yes, but symbols of loss and denial and life-en-ARM - length film appears transparent irritating.",186694,0.33333,negative,1,10892,1
13088,Piccoli gives an excellent performance full of deep feeling.,68210,0.81944,very positive,4,4192,1
13089,"Pervasive that it affects ... although clearly a manipulative movie, emerges as a powerful rather than cloying.",108393,0.79167,positive,3,4907,1
13090,Chimera has its charms.,68216,0.72222,positive,3,3921,1
13091,Deep joke ... and crazier than Michael Jackson on the top floor of a skyscraper nursery surrounded by open windows.,68226,0.79167,positive,3,4417,1
13092,Playing a role of intensity almost Bergman ... Bisset is both convincing and radiant again.,68231,0.73611,positive,3,3608,1
13093,Plays as a bad mixture of a mature episode Rivera 's Dawson' s TV and a version recycled idiotizada Love Story.,186706,0.11111,very negative,0,10099,1
13094,Plays like a list of all Rob Reiner and his cast were sending up.,186708,0.47222,neutral,2,9717,1
13095,Plays like a brilliant melodrama sometimes verging on camp.,186709,0.26389,negative,1,9861,1
13096,Plays like a series of vignettes - a film clips are still looking through a common line.,186713,0.27778,negative,1,10485,1
13097,"Plays like a long, snaking sketch inspired by the work of John Waters and Todd Solondz, rather than a fully developed story.",148120,0.38889,negative,1,6860,1
13098,Plays like one of those conversations Cartoons `` The Simpsons '' has.,225467,0.25,negative,1,8334,1
13099,Works like the old melodramas small screen disease-of-the-week.,186714,0.36111,negative,1,10266,1
13100,Plays with a tenacious and eventually winning quadrature would make him the favorite of many children-and family-oriented cable channels.,46524,0.76389,positive,3,2079,1
13101,"Nice, but no more than inguinal piffle recycled.",108409,0.30556,negative,1,6391,1
13102,"Please, someone, stop Eric Schaeffer before making another movie.",108411,0.083333,very negative,0,5721,1
13103,Please .,186715,0.5,neutral,2,11611,1
13104,Please see the answer above.,186716,0.5,neutral,2,11602,1
13105,"Persevering, moodiness and gimmicky.",108415,0.20833,negative,1,5842,1
13106,"Persevering, misspelled, turbid and feebly pronounced, the picture feels like everyone so it's lost his mojo film.",108416,0.0,very negative,0,6217,1
13107,"Plods along, less twisted humor and amazing views that have made Miike ... a cult hero.",186719,0.56944,neutral,2,9453,1
13108,"The plot, characters, drama, emotions, ideas - are all irrelevant to the experience of seeing The Scorpion King.",186729,0.25,negative,1,9956,1
13109,no argument was stupid tricks collection is by far the worst film of the year.,108420,0.013889,very negative,0,6107,1
13110,Plummer steals the show without having to resort to a camp as Nicholas' injuries and wounds Uncle Ralph.,225468,0.75,positive,3,3461,1
13111,"It is immersed in a reality that is, more often than not, difficult and sad, and then, without sentimentalizing or deny their brutality, which transforms reality into a lyrical vision and celebration.",108427,0.69444,positive,3,5404,1
13112,"Also, as I mentioned ... it is s Robert Duvall!",225469,0.61111,positive,3,3696,1
13113,"Poetic, heartbreaking.",225473,0.76389,positive,3,11713,1
13114,Poetry in motion captured on film.,46526,0.83333,very positive,4,1985,1
13115,Japanese poignant epic about teen angst and anomie.,68240,0.75,positive,3,3614,1
13116,Pungent and delicately complex.,46533,0.73611,positive,3,1792,1
13117,Touching and funny.,225477,0.77778,positive,3,11669,1
13118,"Poignant and moving, A Walk to Remember is a love story inspired, capturing the innocence and idealism of that first meeting.",68242,0.84722,very positive,4,4350,1
13119,Pungent if the family history of a young person suspended between two cultures.,108438,0.63889,positive,3,5169,1
13120,Polanski has found the perfect material with which to cope with their own experience of World War II in his signature style.,108445,0.81944,very positive,4,4471,1
13121,"Polished, well-structured film.",225484,0.79167,positive,3,11638,1
13122,Pompous and unreadable.,225490,0.11111,very negative,0,11763,1
13123,"Heavy, plodding soap opera disguised as a feature film.",186741,0.25,negative,1,9161,1
13124,Poor Ben Bratt could not find fame if MapQuest emailed him point-to-point driving directions.,186743,0.069444,very negative,0,10904,1
13125,"poor editing, bad blue screen, and ultra cheesy dialogue emphasize the radical action.",148138,0.16667,very negative,0,7034,1
13126,"Possession is at the end of an honorable, interesting failure.",225496,0.47222,neutral,2,6247,1
13127,Possibly not as grumpy old I heard a movie so solidly connected between demographic and struck out with another.,108459,0.45833,neutral,2,6328,1
13128,Possibly the most irresponsible image ever released by a major studio film.,108460,0.27778,negative,1,6474,1
13129,Postal 9 \ / 11 philosophical message `` Personal Freedom First '' may not be as appealing as intended.,225498,0.44444,neutral,2,340,1
13130,"enough to go to the bathroom with his mouth for over 13 years, however, it is not as raunchy as hilarious South Park, this cartoon schizo seems strangely appropriate nor children or adults.",186752,0.33333,negative,1,10478,1
13131,"Pratfalls one hand, the barbershop gets its biggest game of the timeless spectacle of people actually talk to each other.",108464,0.625,positive,3,5354,1
13132,Ore has really done her justice issue.,68257,0.76389,positive,3,2333,1
13133,"Intelligent earlier-than-thou Wayward struggles teens to rebel against their oppressor, right, the decorum of the obsessed family.",225502,0.72222,positive,3,5010,1
13134,Predecessors mummy and Mummy Returns stand as intellectual works on the side of the Scorpion King.,108471,0.33333,negative,1,6334,1
13135,"Predictable and cloying, although Brown Sugar is so serious about his longing for the days before rap was nihilist who summons spirit and bite more than the average romantic quadrangle formulas.",186760,0.65278,positive,3,9745,1
13136,predictable plot and by-the-book script is almost washed away by ocean sumptuous visuals and cinematic styles director John Stockwell.,46553,0.63889,positive,3,1931,1
13137,As expected melodramatic.,225504,0.29167,negative,1,11845,1
13138,As expected no calluses techno-soul.,225505,0.125,very negative,0,11808,1
13139,Prepare to marvel again.,225506,0.77778,positive,3,3686,1
13140,Presents a good case and not offer a reason for us to care beyond the most basic dictates of human decency.,186763,0.43056,neutral,2,9760,1
